1108939,3647358,-31.336496123057024
1108939,3899060,-31.673082283625885
1108939,7919347,-31.690959423486664
1108939,699259,-31.729041551126457
1108939,8661642,-31.808563405684687
1108939,242056,-31.87311820485099
1108939,4390191,-31.941720379268702
1108939,631424,-31.942420342103304
1108939,6707713,-31.978560109327624
1108939,8596285,-31.990852406156208
1108939,5807716,-32.02905734068269
1108939,5553584,-32.096033855725025
1108939,2068541,-32.096229200019415
1108939,3150726,-32.0964082544493
1108939,6681205,-32.12469306958014
1108939,371765,-32.229565248349545
1108939,6179026,-32.229565248349545
1108939,1842680,-32.22964664335135
1108939,2011059,-32.22966292208672
1108939,2251472,-32.229776870760986
1108939,5553585,-32.27807865299296
1108939,3130232,-32.27837169169601
1108939,6564869,-32.27861586875164
1108939,4049530,-32.27868097927676
1108939,1889170,-32.34739712127202
1108939,4172981,-32.347755236932954
1108939,3745976,-32.347771513901854
1108939,8172843,-32.36520399287954
1108939,3865302,-32.365594689948786
1108939,610121,-32.36561096788919
1108939,3009955,-32.365790019404535
1108939,414222,-32.383829880561
1108939,4772094,-32.48127035250026
1108939,3097883,-32.50122220430717
1108939,1979870,-32.50136872723668
1108939,698106,-32.50136872723669
1108939,7152561,-32.50143384624167
1108939,7777453,-32.50148268456782
1108939,1851519,-32.501498963833185
1108939,8596284,-32.50161291621739
1108939,5836378,-32.501775697829615
1108939,8596286,-32.50187336255747
1108939,753531,-32.50187336255747
1108939,8256786,-32.5020849585611
1108939,6980266,-32.565663039515854
1108939,6726181,-32.56602120570539
1108939,1406041,-32.56602120570539
1108939,3357548,-32.566151437354954
1108939,2556061,-32.566151437354954
1108939,6758075,-32.56616771591365
1108939,6164673,-32.56616771591365
1108939,5748454,-32.56618399438402
1108939,6290174,-32.566200272766054
1108939,6204916,-32.56621655105977
1108939,2556062,-32.56628166335134
1108939,4421943,-32.56628166335134
1108939,7844766,-32.5888359075806
1108939,7844765,-32.58886846231324
1108939,2115313,-32.5888847395471
1108939,2834919,-32.63455822189296
1108939,5579740,-32.634623348319636
1108939,2834911,-32.634672192211845
1108939,8363174,-32.63472103530882
1108939,8596289,-32.63494895924746
1108939,3899055,-32.634981518396586
1108939,4016944,-32.63501407719234
1108939,3529237,-32.63503035645771
1108939,3904622,-32.63506291472344
1108939,8550205,-32.63512803019488
1108939,3899061,-32.63519314425301
1108939,3168054,-32.635209422546716
1108939,2875828,-32.635258256897885
1108939,5101048,-32.63538847794814
1108939,5668417,-32.63540475518199
1108939,8596282,-32.68360888328663
1108939,6521246,-32.68360888328663
1108939,157178,-32.683869357893236
1108939,834481,-32.68390191562895
1108939,2918202,-32.68393447301134
1108939,3184954,-32.6839670300404
1108939,3184955,-32.684015864921534
1108939,3124564,-32.684032143038586
1108939,3607301,-32.6840809768598
1108939,917895,-32.68417864211757
1108939,5163856,-32.788741465110284
1108939,6238857,-32.7887740281469
1108939,6920553,-32.788822872039106
1108939,3097877,-32.788904276758956
1108939,6707716,-32.78918103628497
1108939,1690948,-32.789197315462005
1108939,7491705,-32.7892135945507
1108939,4847697,-32.7892135945507
1108939,6170678,-32.7892135945507
1108939,6170677,-32.789246152463086
1108939,8804355,-32.78929498866917
1108939,631428,-32.78944149251764
1108939,7201778,-32.78944149251764
1108939,25753,-32.816944905113594
1108939,8725053,-32.81707515372565
1108939,6263838,-32.8171077149951
1112389,7651152,-43.122002166947496
1112389,7120135,-43.218796934737085
1112389,452838,-43.52668586395497
1112389,452842,-43.52668586395497
1112389,452836,-43.52668586395497
1112389,452837,-43.52668586395497
1112389,452841,-43.52668586395497
1112389,8138765,-43.668033467452894
1112389,6064417,-43.81471524907519
1112389,5892677,-43.891220436149254
1112389,4931198,-43.996732908933474
1112389,4284834,-44.102939937206685
1112389,7817890,-44.11468960280881
1112389,6064419,-44.179314950228694
1112389,6064420,-44.179314950228694
1112389,6064418,-44.179314950228694
1112389,8138768,-44.21961595878227
1112389,6780773,-44.2197896283109
1112389,4790816,-44.21998499751803
1112389,2472193,-44.2200067046187
1112389,2086171,-44.22002841160156
1112389,6064416,-44.220527639697906
1112389,7651158,-44.22063615930062
1112389,4284840,-44.33796339283974
1112389,1394174,-44.338288971080445
1112389,6199112,-44.33850600851945
1112389,3570708,-44.35384198428421
1112389,2107820,-44.353863689618024
1112389,4337245,-44.40219801704164
1112389,1449007,-44.47151649150479
1112389,4337251,-44.50727632201279
1112389,4337253,-44.50779731080684
1112389,1116794,-44.56614940142426
1112389,3394196,-44.58428078147362
1112389,6780774,-44.58432419932704
